name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;145;0;383;3077;1694;3077;1671;0
header;773;117;773;122;922;122;922;117
A;849;97;849;99;851;99;851;97
A;704;152;704;155;706;155;706;152
A;938;264;938;293;964;293;964;264
B;941;930;941;958;961;958;961;930
B;1543;1005;1543;1023;1556;1023;1556;1005
B;1333;1090;1333;1115;1362;1115;1362;1090
B;1669;1340;1669;1352;1676;1352;1676;1340
A;836;1494;836;1497;841;1497;841;1494
A;1330;1505;1330;1505;1330;1505;1330;1505
C;935;1605;935;1636;958;1636;958;1605
B;1592;1692;1592;1709;1602;1709;1602;1692
D;1542;2144;1542;2170;1578;2170;1578;2144
A;1012;2154;1012;2162;1019;2162;1019;2154
A;1478;2244;1478;2251;1486;2251;1486;2244
A;757;2431;757;2432;757;2432;757;2431
A;733;2454;733;2466;740;2466;740;2454
A;438;2895;438;2921;445;2921;445;2895
A;518;2895;518;2910;525;2910;525;2895
